အဲ￨ʔὲ ရိ￨ɹḭ အ￨ʔə ချိန်￨tɕʰèɪɴ က￨gə တိုက်￨daɪʔ ကို￨gò ရေ￨jè ချိုး￨dʑó ချာ￨tɕʰà တဲ့￨dɛ̰ နာ￨nà ရီ￨jì ဝပ်￨wʊʔ လမ်း￨láɴ လျှောက်￨ʃaʊʔ ချိန်￨tɕʰèɪɴ ပါ￨pà	အဲ ဒီ အ ချိန် က တိုက် ကို ရေ ချိုး ချ တဲ့ နာ ရီ ဝက် လမ်း လျောက် ချိန် ပါ
က￨gə လေး￨lé ကျောင်း￨tɕáʊɴ ဆေး￨sʰé အိတ်￨ʔeɪʔ န￨na̰ င့￨bjáɴ ရှိ￨ʃḭ သ￨ðə မျှ￨m̥ja̰ အ￨ʔə ရာ￨jà ရာ￨jà အ￨ʔə ကောင်း￨káʊɴ ဆုံး￨sʰóʊɴ ဖြစ်￨pʰjɪʔ ပို့￨po̰ သူ့￨θṵ အ￨ʔə တွက်￨twɛʔ ပဲ￨pέ ပေါ်￨pɔ̀	က လေး ကျောင်း စ ရိတ် နဲ့ ရှိ သ မျှ အ ရာ ရာ အ ကောင်း ဆုံး ဖြစ် ဖို့ သူ့ အ တွက် ပဲ ပေါ့
လေ့￨lḛ မျက်￨mjɛʔ နှာ￨n̥ə တ￨də မာ￨mà ရုံ￨jòʊɴ မှာ￨m̥à သံ￨θàɴ ငါ￨ŋà တော်￨dɔ̀ တွေ￨dwè တစ်￨tə မြို့￨mjo̰ နယ်￨nὲ လုံး￨lóʊɴ က￨gə ရောက်￨jaʊʔ လာ￨là တဲ်￨jaʊʔ လူ￨lù ပုဂ္ကိုယ်￨bàɴ တွေ￨dwè ကို￨kò ငါ￨ŋà ပ￨pa̰ သီ်￨daɪ́ɴ လ￨la̰ ပေး￨pé ပြီး￨pí တော￨tɔ́ ပ￨pə ရိပ်￨jeɪʔ ရွတ်￨jʊʔ ကြ￨tɕə တယ်￨tὲ	လေး မျက် နှာ ဓမ္မာ ရုံ မှာ သံ ဃာ တော် တွေ တစ် မြို့ နယ် လုံး က ရောက် လာ တဲ့ လူ ပုဂ္ဂိုလ် တွေ ကို ငါး ပါး သီ လ ပေး ပြီး တော့ ပ ရိတ် ရွတ် ကြ တယ်
ဒါ￨dà ကျော￨tɕɔ́ င့်￨dʑò ကြို￨dʑò တင်￨tɪ̀ɴ ပိတ်￨peɪʔ ပင်￨pɪ̀ɴ တား￨dá မြေ￨mjè ရ￨ɹa̰ တာ￨tà လို့￨lo̰ ဆို￨zò ထား￨dá ပါ￨bà တယ်￨dὲ	ဒါ ကြော င့် ကြို တင် ပိတ် ပင် တား မြစ် ရ တာ လို့ ဆို ထား ပါ တယ်
ဘာ￨bà မျှော်￨m̥jɔ̀ လင်း￨lɪ́ɴ ချက်း￨ɹḭ မှ￨m̥a̰ မ￨mə ထား￨tʰá ဘဲ￨bɛ́ ခွဲ￨kʰwɛ́ တဲ့￨dɛ̰ အ￨ʔə ခါ￨kʰà တ￨tə န့်￨pʰì ပိုး￨pó ရှိ￨ʃḭ တဲ့￨tɛ̰ ကျောက်￨tɕaʊʔ ရိုင်း￨jáɪɴ တုံး￨dóʊɴ လေး￨lé တွေ￨dwè ရ￨jə ခဲ့￨tɕʰaɪʔ သယ်￨θὲ	ဘာ မျှော် လ င့် ချက် မှ မ ထား ဘဲ ခွဲ တဲ့ အ ခါ တန် ဖိုး ရှိ တဲ့ ကျောက် ရိုင်း တုံး လေး တွေ ရ ခဲ့ တယ်
န￨nə ည￨ɲa̰ နီ￨nì ခင်￨kʰɪ̀ɴ ဆော်￨zɔ̀ ရဲ့￨bjɛ́ သ￨θə ချင်း￨tɕʰɪ́ɴ က￨ka̰ အ￨ʔə ရုပ်￨joʊʔ မှာ￨m̥à ဒေါ်￨dɔ̀ အောင်￨ʔàʊɴ စမ်း￨sáɴ စု￨zṵ ကြည်￨dʑì ရဲ￨jɛ́ ဇက်￨zɛʔ ကောင်￨gàʊɴ ပုံ￨pòʊɴ စံ￨sàɴ ရိုက်￨jaɪʔ ထား￨də တာ￨dà	နီ နီ ခင် ဇော် ရဲ့ သီ ချင်း က အ ရုပ် မှာ ဒေါ် အောင် ဆန်း စု ကြည် ရဲ့ ဇာတ် ကောင် ပုံ စံ ရိုက် ထား တာ
စာ￨sà တစ်￨tə ပုန်￨pòʊɴ မှာ￨m̥à အ￨ʔə ရေး￨jé ကြီး￨tɕí ဆုံး￨sʰóʊɴ ပွိုက်￨dòʊɴ နေ￨nè ရာ￨jà တေ￨dè ရှိ￨ʃḭ ပါ￨bà တယ်￨dὲ	စာ တစ် ပုဒ် မှာ အ ရေး ကြီး ဆုံး ပွို င့် နေ ရာ တွေ ရှိ ပါ တယ်
လူ￨lù ကြီး￨dʑí လူ￨lù လက်￨lɛʔ တွေ￨dwè ဖက်￨pʰɛʔ ဖို￨pʰò စား￨sá အုတ်￨ʔoʊʔ တာု￨pʰə တး￨pə ကို￨kò ထ￨tʰa̰ ပ့်￨bjɪ̀ɴ ညွှန်း￨ɲ̥ʊ́ɴ ပ￨pə ရ￨ɹə စေ￨sè အ￨ʔə ဦ￨x	လူ ကြီး လူ လတ် တွေ ဖတ် ဖို့ စာ အုပ် တစ် အုပ် ကို ထပ် ညွှန်း ပါ ရ စေ ဦး
က￨kə လေး￨lé က￨kə လည်း￨lɛ́ တံ￨də ကယ်￨kὲ ကို￨kò လိမ်￨lèɪɴ မာ￨mà တ￨tə ည့￨bɛ̰ ကျောင်း￨tɕáʊɴ စား￨sá လီး￨dòʊɴ တစ်￨tə ရောက်￨jaʊʔ ပါ￨pà	က လေး က လည်း တ ကယ် ကို လိမ္မာ တဲ့ ကျောင်း သား လေး တစ် ယောက် ပါ
အ￨ʔə သေး￨θé စိတ်￨zeɪʔ တော့￨tɔ̰ ပြော￨pjɔ́ မ￨mə ယ￨ja̰ ဖူး￨bú ဟု￨hṵ သူ￨ðə ကား￨ká ဆို￨sʰò သည်￨ðɛ̀	အ သေး စိတ် တော့ ပြော မ ရ ဘူး ဟု သူ က ဆို သည်
ဒု￨dṵ တိ￨tḭ ယ￨jə တစ်￨tə ခါ￨kʰà လည်း￨lə နှစ်￨n̥ɪʔ ခါ￨kʰà ဘဲ￨bɛ́ ရှိ￨ʃḭ သေး￨ðé တယ်￨dὲ ဆို￨zò ပြီး￨bí သူ￨θù တိုး￨dó သ￨ðə မီး￨mí အ￨ʔə ရန်￨jàɴ လုပ်￨loʊʔ တယ်￨dὲ	ဒု တိ ယ တစ် ခါ လည်း နှစ် ခါ ပဲ ရှိ သေး တယ် ဆို ပြီး သ တို့ သ မီး အ ရံ လုပ် တယ်
အ￨ʔə ငြိမ်း￨ŋjéɪɴ စား￨zá တပ်￨taʔ သား￨ðá မောင်￨màʊɴ သိမ်း￨θéɪɴ သည်￨ðɛ̀ ဓ￨də လ￨lə ဘက်￨bɛʔ ကန်း￨gáɴ ၌￨x သံ￨θàɴ မန်￨màɴ ခတ်￨kʰaʔ နေ￨nè ကြောင်း￨dʑáʊɴ သိ￨θḭ ရ￨ja̰ သည်￨ðɛ̀	အ ငြိမ်း စား တပ် သား မောင် သိန်း သည် ဒ လ ဘက် ကမ်း ၌ သမ္မာန် ခတ် နေ ကြောင်း သိ ရ သည်
ဤ￨x ပို￨pò လာ￨là ကူး￨kú စက်￨zɛʔ ဘို့￨dwà အန္တ￨ɲjɪ̀ɴ ရာဲ်￨ɲjɪ̀ɴ အ￨ʔə ရှိ￨ʃḭ ဆုံး￨sʰóʊɴ လူ￨lù တွေ￨dwè က￨kə ပ￨pə သူ￨ðù တွေ￨dwè လည်း￨lɛ́	အီ ဘို လာ ကူး စက် ဖို့ အန္တ ရာယ် အ ရှိ ဆုံး လူ တွေ က ဘယ် သူ တွေ လဲ
အ￨ʔə ည￨ɲa̰ ဒိ￨dḭ လို￨lò လုပ်￨loʊʔ ဖို့￨pʰo̰ က￨kə ကျုပ်￨dé တစ်￨tə ယောက်￨jaʊʔ ထဲ￨dɛ́ န￨na̰ င့￨dʑì မ￨mə ပီး￨bo̰ ယူး￨jú လေ￨lè	အဲ ဒီ့ လို လုပ် ဖို့ က ကျုပ် တ ယောက် တည်း နဲ့ မ ပြီး ဘူး လေ
မယ်￨mὲ တော်￨dɔ̀ ဆေး￨zé ခမ်း￨gáɴ ကို￨kò စစ်္တ￨gʊ̀ɴ နီး￨ní ကြိမ်း￨ɲí ချမ်း￨dʑáɴ ရေး￨jé စု￨sṵ ရှင်￨ʃɪ̀ɴ ဒောက်￨gà တာ￨tà ဆင်￨sʰɪ̀ɴ သ￨ðə ရာ￨jà မှာ￨m̥à ဦး￨x စီး￨sí ဖွ￨pʰwa̰ င့်￨pʰjɪʔ လ￨la̰ င့်￨pə ထား￨də ခြင်း￨tɕʰɪ́ɴ ဖြစ်￨pʰjɪʔ သည်￨θɛ̀	မယ် တော် ဆေး ခန်း ကို ဆစ် ဒ နီ ငြိမ်း ချမ်း ရေး ဆု ရှင် ဒေါက် တာ စင် သီ ယာ မောင် ဦး စီး ဖွ င့် လှစ် ထား ခြင်း ဖြစ် သည်
သူ￨θù တို့￨to̰ စ￨sə ခန်း￨kʰáɴ နင်￨nɪ́ɴ ပြင်￨bjɪ̀ɴ ပ￨pə ကမ္ဘာ￨goʊʔ ဆက်￨sʰɛʔ သွယ်￨θwὲ ဖို့￨pʰo̰ ကား￨ká လမ်း￨láɴ လဲး￨zoʊʔ မ￨mə ရှိ￨ʃḭ လှေ￨ɬè လမ်း￨láɴ လည်း￨lɛ́ မ￨mə ရှိ￨ʃḭ ပါ￨bà	သူ တို့ စ ခန်း နဲ့ ပြင် ပ ကမ္ဘာ ဆက် သွယ် ဖို့ ကား လမ်း လည်း မ ရှိ လှေ လမ်း လည်း မ ရှိ ပါ
တ￨də စ￨zə ခြား￨dʑá နိုင်￨nàɪɴ ငံ￨gàɴ မှာ￨m̥à သွား￨ðwá နေ￨nè တဲ￨dɛ́ နိုင်￨nàɪɴ ငံ￨gàɴ သား￨ðá ပြောင်း￨pjáʊɴ သွား￨ðwá တဲ်￨bɛ̰ သူ￨θə တွေ￨dwè လော￨lɔ́ ဒမ်း￨ɹḭ တူ￨tù ရ￨ɹə လို￨lò လား￨lá	တ ခြား နိုင် ငံ မှာ သွား နေ တဲ့ နိုင် ငံ သား ပြောင်း သွား တဲ့ သူ တွေ ရော တန်း တူ ရ လို့ လား
လက်￨lɛʔ ပတ်￨paʔ ဆို￨sʰò လို့￨lo̰ အ￨ʔə ကောင်း￨káʊɴ တော်￨dɔ̀ မ￨mə ဟုတ်￨hoʊʔ ပါ￨bà ဟူ￨hù	လက် ပတ် ဆို လို့ အ ကောင်း တော့ မ ဟုတ် ပါ ဘူး
မ￨mə ရှိ￨ʃḭ သေး￨ðé ဖူး￨bú လို့￨bjò လည်း￨lɛ́ ပါ￨bà တီ￨dì ခေါင်း￨gáʊɴ ဆောင်￨sʰàʊɴ တစ်￨tə ဦး￨x ဖြစ်￨pʰjɪʔ တက်￨tɛʔ ဦး￨x ခင်￨kʰɪ̀ɴ ပောင်￨dòʊɴ ဆွေ￨sʰwè က￨gə ပြော￨pjɔ́ ပါ￨bà တယ်￨dὲ	မ ရှိ သေး ဘူး လို့ လည်း ပါ တီ ခေါင်း ဆောင် တ ဦး ဖြစ် တဲ့ ဦး ခင် မောင် ဆွေ က ပြော ပါ တယ်
ဒီ￨dì ဘတ်￨baʔ က￨kə အ￨ʔə ဝီး￨neɪʔ စီး￨sí ရေ￨jè က￨kə ကောင်း￨gáʊɴ လဲ￨lɛ́ မ￨mə ကောင်း￨gáʊɴ ပူ￨pù	ဒီ ဘက် က အ ဝီ စိ ရေ က ကောင်း လည်း မ ကောင်း ဘူး
သ￨ðə မီး￨mí များ￨mjá ၏￨x ဂီ￨gì တ￨ta̰ အ￨ʔə ပေါ်￨bɔ̀ စိတ်￨zeɪʔ ဝင်￨wɪ̀ɴ စား￨zá မှု￨m̥ṵ ကို￨kò ကြေ￨tɕè နက်￨nɛʔ နေ￨nè သ￨θə ည့်￨θòʊɴ အ￨ʔə ဆို￨sʰò တော်￨dɔ̀ ဂ￨ɡə ရေ￨jè ဟ￨ha̰ န￨na̰	သ မီး များ ၏ ဂီ တ အ ပေါ် စိတ် ဝင် စား မှု ကို ကျေ နပ် နေ သ ည့် အ ဆို တော် ဂ ရေ ဟမ်
မိုး￨mó ယု￨jṵ ဆ￨sʰa̰ န￨na̰ ကျန်း￨dʑáɴ မ￨mə ရေ￨jè လိုက်￨laɪʔ စား￨sə တာ￨tà တော်￨dɔ̀ သိပ်￨θeɪʔ မ￨mə ရှိ￨ʃḭ ခဲ့￨θèɪɴ ဟူ￨hù	မိုး ယု စံ ကျန်း မာ ရေး လိုက် စား တာ တော့ သိပ် မ ရှိ ခဲ့ ဘူး
နယ်￨nὲ ရှိုး￨ʃó ဒေ￨dè မှာ￨m̥à ပ￨pə ရိ￨ɹeɪʔ သတ်￨θaʔ န￨nə က့်￨dò ထိ￨tʰḭ တွေ့￨twḛ ရ￨jə တဲ့￨tɛ̰ ဖီ￨pʰì လင်￨lɪ̀ɴ က￨kə ရော့￨jɔ̰	နယ် ရှိုး တွေ မှာ ပ ရိ သတ် နဲ့ ထိ တွေ့ ရ တဲ့ ဖီ လင် က ရော
ဖြစ်￨pʰjɪʔ စဉ်￨sɪ̀ɴ ကို￨kò သုံး￨ðóʊɴ သက်￨θɛʔ ကြီး￨tɕí အင်￨ʔɪ̀ɴ ဖြစ်￨bjɪʔ နိုင်￨nàɪɴ ခြေ￨tɕʰì သုံး￨θóʊɴ ခု￨gṵ လောက်￨laʊʔ ရှိ￨ʃḭ နေ￨nè ပါ￨bà တယ်￨dὲ	ဖြစ် စဉ် ကို သုံး သပ် ကြ ည့် ရင် ဖြစ် နိုင် ခြေ သုံး ခု လောက် ရှိ နေ ပါ တယ်
နိုင်￨nàɪɴ ငံ￨gàɴ ရေး￨jé ပါ￨pà တီ￨tì မှာ￨m̥à လုပ်￨loʊʔ ခဲ့￨m̥à တာ￨tà တေ￨tè အား￨ʔá လုံး￨lóʊɴ ကို￨kò ယူ￨jù မ￨mə လာ￨là ဖူ￨pʰù	နိုင် ငံ ရေး ပါ တီ မှာ လုပ် ခဲ့ တာ တွေ အား လုံး ကို ယူ မ လာ ဘူး
တည်￨tì လား￨lá ပီး￨pí ရား￨já ပေါက်￨paʊʔ ပြီး￨pjí တော့￨tɔ̰ ဥ￨x ရော￨jɔ́ ပ￨pə အ￨ʔə မေ￨mè ရိ￨ɹḭ က￨gə ဆျိ￨jṵ တး￨pə ခွက်￨kʰwɛʔ တွေ￨dwè ကို￨kò ပို့￨bo̰ ရာ￨jà မယ်￨mὲ	တီ လား ပီး ယား ပေါက် ပြီး တော့ ဥ ရော ပ အ မေ ရိ က ဈေး ကွက် တွေ ကို ပို့ ရ မယ်
ကေ￨kè တီ￨tì ပယ်￨pὲ ရီ￨ɹì ၏￨x နောက်￨naʊʔ တွင်￨twɪ̀ɴ အ￨ʔə ဆို￨sʰò တော်￨dɔ̀ ရီ￨jì ဟား￨há နား￨nə က￨gə ဒု￨dṵ တိ￨dḭ ယ￨ja̰ နေ￨nè ရာ￨jà ရ￨ja̰ ရှိ￨ʃḭ ထား￨dá သည်￨ðɛ̀	ကေ တီ ပယ် ရီ ၏ နောက် တွင် အ ဆို တော် ရီ ဟား နား က ဒု တိ ယ နေ ရာ ရ ရှိ ထား သည်
